,name,pitcher_id,pitch_hand,avg_speed_FF,pitch_type_FF,vertical_break_FF,horizonal_break_FF,avg_speed_SIFT,pitch_type_SIFT,vertical_break_SIFT,horizonal_break_SIFT,avg_speed_CT,pitch_type_CT,vertical_break_CT,horizonal_break_CT,avg_speed_CB,pitch_type_CB,vertical_break_CB,horizonal_break_CB,avg_speed_SL,pitch_type_SL,vertical_break_SL,horizonal_break_SL,avg_speed_CH,pitch_type_CH,vertical_break_CH,horizonal_break_CH
100, Brent Suter,608718,L,86.4,FF,23.7,3.8,87.4,SIFT,23.3,10.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,77.2,CH,34.8,10.0
101, Carl Edwards Jr.,605218,R,94.6,FF,14.2,1.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.2,CUKC,52.7,7.9,0.0,0,0.0,0.0,90.6,CH,23.4,12.3
102, Ross Stripling,548389,R,91.9,FF,13.7,5.2,89.9,SIFT,19.4,12.1,0.0,0,0.0,0.0,76.1,CUKC,59.0,7.2,87.1,SL,29.6,4.5,82.6,CH,29.7,10.9
103, Joe Musgrove,605397,R,92.9,FF,18.3,4.1,92.4,SIFT,22.9,12.4,90.1,FC,24.5,1.6,81.3,CUKC,55.5,9.6,82.9,SL,41.8,12.8,86.5,CH,32.7,11.4
104, Dylan Coleman,669395,R,97.5,FF,15.2,4.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.3,SL,36.2,13.9,0.0,0,0.0,0.0
105, Phil Bickford,641360,R,94.1,FF,15.2,4.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.3,SL,37.6,6.5,0.0,0,0.0,0.0
106, Alexis Díaz,664747,R,95.7,FF,15.6,6.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.9,SL,35.1,5.8,0.0,0,0.0,0.0
107, Nathan Eovaldi,543135,R,95.7,FF,15.5,12.3,0.0,0,0.0,0.0,90.6,FC,22.2,1.4,78.3,CUKC,54.2,9.7,85.9,SL,33.8,6.6,0.0,0,0.0,0.0
108, Bryan Baker,641329,R,96.2,FF,11.8,2.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.3,SL,33.1,7.4,84.0,CH,28.0,14.3
109, Frankie Montas,593423,R,96.1,FF,12.8,6.3,95.6,SIFT,18.4,15.5,89.5,FC,27.8,4.0,0.0,0,0.0,0.0,87.2,SL,32.9,6.2,0.0,0,0.0,0.0
110, Tyler Wells,669330,R,93.5,FF,11.6,5.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,76.3,CUKC,58.2,9.3,87.5,SL,28.0,4.9,86.7,CH,23.2,14.9
111, Konnor Pilkington,663455,L,92.1,FF,16.0,9.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,77.0,CUKC,57.3,6.3,81.9,SL,41.1,1.9,84.4,CH,30.1,14.3
112, Kyle Freeland,607536,L,90.3,FF,19.9,5.9,89.6,SIFT,27.5,13.0,0.0,0,0.0,0.0,80.9,CUKC,48.5,4.3,85.5,SL,32.6,1.4,84.8,CH,30.6,10.9
113, Dean Kremer,665152,R,93.5,FF,14.9,8.9,91.7,SIFT,20.6,16.2,88.0,FC,27.1,4.7,76.5,CUKC,62.2,11.1,0.0,0,0.0,0.0,83.8,CH,37.8,15.1
114, Michael Wacha,608379,R,93.0,FF,12.4,6.7,92.6,SIFT,15.3,11.7,88.8,FC,23.4,1.2,74.7,CUKC,58.8,10.3,0.0,0,0.0,0.0,84.3,CH,26.2,12.5
115, Chris Archer,502042,R,93.0,FF,13.1,6.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.7,CUKC,46.6,5.0,88.7,SL,30.5,5.2,87.0,CH,26.9,13.0
116, Rowan Wick,592858,R,94.9,FF,12.7,2.8,0.0,0,0.0,0.0,93.1,FC,16.9,2.5,76.8,CUKC,65.6,7.5,82.2,SL,37.5,11.8,0.0,0,0.0,0.0
117, Keegan Akin,669211,L,93.5,FF,13.5,10.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.3,SL,36.3,5.1,84.2,CH,30.0,16.0
118, Spenser Watkins,657093,R,91.4,FF,16.2,1.2,0.0,0,0.0,0.0,87.1,FC,28.5,6.0,76.8,CUKC,60.7,5.7,78.4,SL,47.1,13.9,0.0,0,0.0,0.0
119, JP Sears,676664,L,93.2,FF,17.9,12.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.2,SL,47.2,7.0,82.7,CH,36.8,18.1
120, José Suarez,660761,L,92.7,FF,16.4,9.5,91.7,SIFT,22.6,15.2,0.0,0,0.0,0.0,78.0,CUKC,51.8,10.5,81.7,SL,36.4,9.1,82.4,CH,35.4,12.7
121, Félix Bautista,642585,R,99.1,FF,8.2,7.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.2,SL,39.1,5.3,0.0,0,0.0,0.0
122, Will Vest,676684,R,95.1,FF,14.8,9.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.4,SL,38.6,9.0,86.8,CH,32.6,15.5
123, Alex Vesia,681911,L,94.1,FF,11.4,5.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.0,SL,34.5,7.3,0.0,0,0.0,0.0
124, Brad Boxberger,502202,R,92.7,FF,14.5,6.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.3,SL,29.2,7.0,81.2,CH,35.9,11.2
125, Joe Jiménez,641729,R,95.7,FF,11.6,10.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.8,SL,36.5,2.7,90.7,CH,24.3,16.3
126, Beau Brieske,689225,R,94.3,FF,13.3,7.3,93.6,SIFT,17.1,13.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.2,SL,29.9,0.1,82.0,CH,28.0,15.4
127, Ryan Feltner,663372,R,94.5,FF,17.0,6.6,93.5,SIFT,25.7,12.1,0.0,0,0.0,0.0,77.9,CUKC,54.6,8.2,84.4,SL,36.2,5.8,83.8,CH,33.0,5.3
128, José Quijada,650671,L,94.5,FF,15.2,6.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.9,CH,31.3,16.3
129, Lucas Gilbreath,656458,L,93.8,FF,15.1,0.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.7,SL,42.7,3.8,0.0,0,0.0,0.0
130, Emilio Pagán,641941,R,95.6,FF,11.6,4.9,0.0,0,0.0,0.0,85.8,FC,35.1,4.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
131, Liam Hendriks,521230,R,97.6,FF,10.1,6.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.8,CUKC,47.6,3.2,89.0,SL,30.7,2.5,0.0,0,0.0,0.0
132, Tyler Rogers,643511,R,83.2,FF,53.2,1.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,72.2,SL,39.2,13.9,0.0,0,0.0,0.0
133, Vince Velasquez,592826,R,93.2,FF,13.1,5.1,91.9,SIFT,18.5,12.3,0.0,0,0.0,0.0,81.5,CUKC,50.6,4.4,84.7,SL,33.8,6.5,88.1,CH,28.4,12.2
134, Caleb Smith,592761,L,91.9,FF,13.9,10.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.4,SL,29.2,3.1,83.6,CH,24.2,13.7
135, Matt Moore,519043,L,93.9,FF,13.2,9.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.6,CUKC,50.2,4.1,0.0,0,0.0,0.0,85.0,CH,29.4,17.0
136, Patrick Sandoval,663776,L,93.1,FF,15.1,4.0,93.4,SIFT,19.0,13.7,0.0,0,0.0,0.0,78.6,CUKC,56.5,7.6,86.3,SL,35.6,6.6,83.7,CH,30.6,14.3
137, Corey Knebel,608349,R,95.6,FF,12.5,3.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78.7,CUKC,62.5,10.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0
138, A.J. Minter,621345,L,96.6,FF,12.0,6.5,0.0,0,0.0,0.0,90.3,FC,29.0,5.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.6,CH,32.3,16.2
139, Eli Morgan,669212,R,92.1,FF,15.1,10.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.7,SL,32.3,1.4,75.9,CH,44.0,15.6
140, Ryan Helsley,664854,R,99.6,FF,9.5,2.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.7,CUKC,53.7,6.7,89.1,SL,32.2,4.5,0.0,0,0.0,0.0
141, Tyler Matzek,554431,L,94.1,FF,13.4,3.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.2,SL,46.9,6.4,0.0,0,0.0,0.0
142, Chase De Jong,608328,R,92.8,FF,13.2,1.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,77.7,CUKC,59.4,6.3,83.6,SL,40.6,4.4,0.0,0,0.0,0.0
143, Reynaldo López,625643,R,97.1,FF,12.1,7.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.4,CUKC,50.4,9.4,87.4,SL,30.8,6.4,0.0,0,0.0,0.0
144, Hunter Strickland,519326,R,95.0,FF,16.9,5.0,94.3,SIFT,20.6,12.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.8,SL,39.4,8.5,0.0,0,0.0,0.0
145, Nick Lodolo,666157,L,94.4,FF,20.5,16.8,94.2,SIFT,24.3,18.6,0.0,0,0.0,0.0,81.5,CUKC,40.0,13.8,0.0,0,0.0,0.0,88.3,CH,32.9,17.9
146, Eduardo Rodriguez,593958,L,91.7,FF,18.0,6.9,91.7,SIFT,22.2,13.9,88.7,FC,24.9,1.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.5,CH,30.7,16.5
147, José Ruiz,614179,R,96.9,FF,12.0,7.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.3,CUKC,42.0,2.0,0.0,0,0.0,0.0,89.9,CH,25.8,15.4
148, Sonny Gray,543243,R,92.1,FF,16.8,1.5,92.0,SIFT,22.7,13.4,83.4,FC,44.8,7.5,78.7,CUKC,58.9,14.4,81.6,SL,47.5,17.5,0.0,0,0.0,0.0
149, Adrian Sampson,592716,R,92.4,FF,17.4,10.1,91.9,SIFT,21.4,14.3,84.9,FC,37.7,3.3,0.0,0,0.0,0.0,83.0,SL,41.6,10.3,85.1,CH,31.7,15.9
150, Mychal Givens,571710,R,93.4,FF,19.2,6.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.7,SL,35.5,6.1,82.0,CH,43.6,9.2
151, Ryne Stanek,592773,R,98.3,FF,10.8,10.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.1,SL,38.0,2.3,0.0,0,0.0,0.0
152, Kyle Wright,657140,R,95.1,FF,17.7,11.4,94.4,SIFT,25.9,16.6,0.0,0,0.0,0.0,84.7,CUKC,46.6,9.0,90.1,SL,25.6,1.0,88.1,CH,35.0,15.9
153, Glenn Otto,657248,R,92.1,FF,17.0,4.3,92.2,SIFT,22.4,13.9,0.0,0,0.0,0.0,81.2,CUKC,52.3,6.5,81.1,SL,42.4,16.5,88.2,CH,25.9,14.0
154, Jake Diekman,518617,L,95.6,FF,17.6,15.9,95.3,SIFT,22.5,17.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.4,SL,40.3,16.0,0.0,0,0.0,0.0
155, Nick Nelson,656793,R,96.3,FF,13.2,6.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,89.9,SL,30.0,2.2,87.9,CH,28.2,16.1
156, A.J. Puk,640462,L,96.7,FF,17.4,12.6,96.1,SIFT,24.0,17.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.9,SL,35.2,3.3,0.0,0,0.0,0.0
157, Trevor Richards,670950,R,93.4,FF,11.4,7.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.1,CUKC,35.7,2.0,0.0,0,0.0,0.0,84.1,CH,32.6,16.2
158, Tarik Skubal,669373,L,94.1,FF,15.1,8.3,94.8,SIFT,19.3,15.2,0.0,0,0.0,0.0,76.9,CUKC,55.3,6.4,89.3,SL,25.9,1.1,83.6,CH,32.6,13.4
159, Hunter Harvey,640451,R,98.3,FF,11.0,9.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.8,CUKC,52.0,8.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0
160, Matt Manning,666159,R,93.2,FF,15.0,2.9,92.8,SIFT,17.3,9.8,0.0,0,0.0,0.0,79.7,CUKC,54.0,8.9,83.7,SL,29.0,8.2,86.2,CH,29.5,11.7
161, Jhoan Duran,661395,R,100.8,FF,12.9,11.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.8,CUKC,42.2,3.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
162, Enyel De Los Santos,660853,R,95.3,FF,15.9,11.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.1,SL,39.1,2.7,87.4,CH,26.3,15.4
163, Zach Logue,656657,L,90.1,FF,20.0,10.1,0.0,0,0.0,0.0,85.9,FC,29.1,1.5,77.5,CUKC,42.4,10.4,0.0,0,0.0,0.0,82.0,CH,40.6,15.2
164, Jake McGee,459429,L,94.4,FF,15.8,11.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.2,SL,31.5,1.0,0.0,0,0.0,0.0
165, Alex Faedo,656412,R,92.7,FF,14.9,11.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.0,SL,35.0,2.8,86.2,CH,25.8,15.8
166, Paul Sewald,623149,R,92.5,FF,18.4,11.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.8,SL,31.4,12.0,0.0,0,0.0,0.0
167, Kutter Crawford,676710,R,94.6,FF,11.6,10.0,0.0,0,0.0,0.0,88.8,FC,26.7,4.4,79.7,CUKC,57.5,9.2,85.2,SL,37.7,5.1,86.6,CH,25.9,10.9
168, Rafael Montero,606160,R,96.4,FF,13.8,9.3,95.9,SIFT,21.4,16.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.9,SL,32.6,6.0,91.1,CH,27.5,16.9
169, Carlos Hernández,672578,R,96.7,FF,12.1,8.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.1,CUKC,45.1,3.1,85.7,SL,34.9,3.1,0.0,0,0.0,0.0
170, Caleb Thielbar,573204,L,92.8,FF,12.3,3.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,73.0,CUKC,68.3,10.5,81.3,SL,39.8,14.3,0.0,0,0.0,0.0
171, John Brebbia,605154,R,94.4,FF,13.4,10.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.0,SL,35.4,5.9,0.0,0,0.0,0.0
172, Patrick Corbin,571578,L,92.1,FF,17.6,8.1,92.9,SIFT,20.0,14.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.7,SL,39.6,2.9,82.5,CH,30.4,12.7
173, Trevor Stephan,663986,R,96.5,FF,15.0,11.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.9,SL,34.5,9.5,0.0,0,0.0,0.0
174, Austin Davis,656354,L,94.1,FF,15.8,10.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.5,SL,41.6,15.0,86.3,CH,29.1,15.9
175, Jalen Beeks,656222,L,95.0,FF,12.5,5.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,90.3,CH,25.3,16.6
176, Davis Martin,663436,R,94.0,FF,14.6,6.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.7,CUKC,54.6,8.1,84.3,SL,38.2,7.1,85.9,CH,28.0,14.9
177, Tanner Scott,656945,L,96.9,FF,12.6,5.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,89.2,SL,35.1,5.2,0.0,0,0.0,0.0
178, Erik Swanson,657024,R,93.6,FF,12.5,10.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.9,SL,31.6,5.9,0.0,0,0.0,0.0
179, Chris Stratton,608717,R,92.8,FF,16.9,3.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.8,CUKC,50.2,16.1,86.7,SL,35.1,6.6,86.8,CH,32.4,11.6
180, Jordan Romano,605447,R,96.9,FF,11.2,5.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.3,SL,36.9,4.2,0.0,0,0.0,0.0
181, Jesús Luzardo,666200,L,96.3,FF,14.7,13.5,95.7,SIFT,18.2,17.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.7,SL,39.6,1.1,87.2,CH,27.7,15.6
182, Giovanny Gallegos,606149,R,94.3,FF,12.3,7.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.5,SL,36.5,0.3,0.0,0,0.0,0.0
183, Jordan Weems,607179,R,96.8,FF,11.1,6.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.2,SL,32.7,6.0,87.3,CH,29.5,10.0
184, Phil Maton,664208,R,91.0,FF,16.8,1.3,90.2,SIFT,24.7,15.2,0.0,0,0.0,0.0,74.5,CUKC,58.9,19.9,80.9,SL,37.7,17.8,0.0,0,0.0,0.0
185, Elieser Hernandez,622694,R,91.6,FF,15.1,6.4,92.0,SIFT,18.6,13.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.1,SL,30.5,8.2,84.6,CH,29.4,16.5
186, Zach Jackson,667427,R,94.5,FF,11.2,5.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.2,SL,40.1,0.5,0.0,0,0.0,0.0
187, Jordan Montgomery,656756,L,93.0,FF,16.8,8.8,93.0,SIFT,21.9,16.9,0.0,0,0.0,0.0,80.2,CUKC,47.7,2.9,0.0,0,0.0,0.0,82.3,CH,28.5,10.9
188, Yimi Garcia,554340,R,94.9,FF,16.7,9.5,93.8,SIFT,25.2,17.7,0.0,0,0.0,0.0,82.4,CUKC,42.8,11.4,89.4,SL,26.7,2.6,87.2,CH,32.4,18.3
189, Johnny Cueto,456501,R,91.4,FF,17.8,12.1,91.4,SIFT,23.5,16.8,86.9,FC,26.1,3.3,0.0,0,0.0,0.0,83.5,SL,33.7,2.7,82.6,CH,36.0,12.2
190, Bryan Abreu,650556,R,97.2,FF,12.0,6.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.5,CUKC,46.2,11.3,88.4,SL,37.8,8.2,0.0,0,0.0,0.0
191, Dakota Hudson,641712,R,91.4,FF,24.2,4.4,91.9,SIFT,26.3,12.5,0.0,0,0.0,0.0,80.5,CUKC,46.9,7.4,87.8,SL,30.7,0.4,0.0,0,0.0,0.0
192, Steven Wilson,621051,R,95.1,FF,12.1,8.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.2,SL,38.8,11.1,85.1,CH,28.7,16.2
193, Ranger Suárez,624133,L,93.2,FF,20.1,6.6,92.5,SIFT,25.7,16.0,89.7,FC,26.3,0.0,76.5,CUKC,55.6,9.8,0.0,0,0.0,0.0,84.9,CH,32.2,14.8
194, Nick Martinez,607259,R,93.4,FF,14.3,7.2,93.3,SIFT,17.5,14.9,88.6,FC,26.9,1.7,81.7,CUKC,58.4,2.4,0.0,0,0.0,0.0,79.7,CH,38.2,13.4
195, David Bednar,670280,R,96.4,FF,12.4,10.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,77.1,CUKC,56.7,8.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0
196, Josh Winder,680739,R,94.0,FF,13.4,8.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.0,CUKC,51.3,1.8,84.3,SL,37.1,1.0,88.9,CH,24.2,12.4
197, Brandon Hughes,676714,L,93.2,FF,16.8,12.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.9,SL,36.6,3.9,0.0,0,0.0,0.0
198, Tylor Megill,656731,R,95.7,FF,13.5,7.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.2,SL,38.7,4.2,89.1,CH,27.4,15.3
199, Jacob deGrom,594798,R,98.9,FF,11.3,9.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.4,CUKC,41.6,7.3,92.6,SL,26.4,3.6,92.0,CH,26.1,13.2
200, Matt Bush,456713,R,97.3,FF,10.1,6.7,0.0,0,0.0,0.0,92.9,FC,22.2,2.2,81.0,CUKC,51.8,8.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0
201, Devin Smeltzer,656970,L,89.5,FF,18.1,11.0,0.0,0,0.0,0.0,84.8,FC,29.3,2.3,75.2,CUKC,59.0,11.6,77.1,SL,44.9,15.7,82.2,CH,37.5,13.6
202, Jeff Hoffman,656546,R,94.2,FF,13.8,10.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.2,SL,46.3,10.9,87.7,CH,28.1,14.4
203, Bryse Wilson,669060,R,92.7,FF,17.4,8.5,92.1,SIFT,24.3,16.2,0.0,0,0.0,0.0,77.2,CUKC,49.6,16.6,83.4,SL,36.2,5.2,85.1,CH,33.5,12.9
