,name,pitcher_id,pitch_hand,avg_speed_FF,pitch_type_FF,vertical_break_FF,horizonal_break_FF,avg_speed_SIFT,pitch_type_SIFT,vertical_break_SIFT,horizonal_break_SIFT,avg_speed_CT,pitch_type_CT,vertical_break_CT,horizonal_break_CT,avg_speed_CB,pitch_type_CB,vertical_break_CB,horizonal_break_CB,avg_speed_SL,pitch_type_SL,vertical_break_SL,horizonal_break_SL,avg_speed_CH,pitch_type_CH,vertical_break_CH,horizonal_break_CH
307, Ryan Tepera,572193,R,92.6,FF,15.1,7.2,92.9,SIFT,19.9,16.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.2,SL,34.0,5.8,85.8,CH,32.2,11.1
308, Elvin Rodriguez,660730,R,93.1,FF,13.4,8.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78.5,CUKC,50.9,8.9,82.9,SL,39.9,2.9,86.6,CH,25.5,14.9
309, Austin Pruitt,643493,R,91.4,FF,17.9,3.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.9,CUKC,52.4,8.0,87.5,SL,32.9,5.3,86.2,CH,29.2,13.9
310, Sean Newcomb,656794,L,94.3,FF,14.0,5.7,0.0,0,0.0,0.0,88.3,FC,30.4,3.5,78.9,CUKC,59.9,10.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
311, Mike Baumann,657508,R,95.8,FF,11.9,5.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.0,CUKC,52.9,4.5,91.5,SL,25.5,2.1,0.0,0,0.0,0.0
312, Trent Thornton,663423,R,93.8,FF,13.1,2.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.7,CUKC,59.4,8.4,82.2,SL,40.8,14.7,0.0,0,0.0,0.0
313, Art Warren,605521,R,93.5,FF,15.5,5.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.5,SL,36.4,8.2,0.0,0,0.0,0.0
314, Tyler Duffey,608648,R,92.3,FF,16.4,4.4,92.4,SIFT,24.5,14.2,0.0,0,0.0,0.0,81.6,CUKC,53.0,7.2,83.7,SL,41.3,11.6,0.0,0,0.0,0.0
315, Dinelson Lamet,659275,R,95.4,FF,15.4,6.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.3,SL,32.7,0.3,0.0,0,0.0,0.0
316, Joel Payamps,606303,R,94.8,FF,14.7,9.0,94.3,SIFT,21.8,15.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.2,SL,44.4,10.3,88.9,CH,30.8,16.6
317, Matt Swarmer,664161,R,90.5,FF,18.1,4.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.1,SL,37.5,7.3,0.0,0,0.0,0.0
318, Andrew Chafin,605177,L,91.6,FF,17.3,9.6,91.6,SIFT,20.6,15.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.9,SL,40.7,0.2,0.0,0,0.0,0.0
319, Tyler Beede,595881,R,95.8,FF,16.8,11.0,95.6,SIFT,20.8,15.7,0.0,0,0.0,0.0,79.1,CUKC,56.4,8.7,88.0,SL,32.7,1.5,84.8,CH,34.3,15.6
320, Génesis Cabrera,650893,L,96.1,FF,11.8,7.5,95.9,SIFT,15.6,14.6,0.0,0,0.0,0.0,79.3,CUKC,53.8,9.1,0.0,0,0.0,0.0,90.2,CH,23.2,14.9
321, David Price,456034,L,92.1,FF,20.2,10.6,92.4,SIFT,22.2,15.1,87.9,FC,27.7,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.9,CH,33.2,14.6
322, Luis Cessa,570666,R,93.3,FF,16.8,7.4,93.6,SIFT,20.8,14.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.8,SL,44.2,5.6,87.8,CH,29.6,11.5
323, Trevor Gott,641627,R,95.2,FF,15.1,8.4,95.1,SIFT,21.8,16.5,91.5,FC,21.1,0.5,82.7,CUKC,49.9,10.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
324, Nabil Crismatt,622503,R,90.5,FF,19.3,7.4,90.0,SIFT,25.5,15.8,0.0,0,0.0,0.0,73.2,CUKC,65.2,13.4,0.0,0,0.0,0.0,82.7,CH,38.8,13.1
325, Mark Leiter Jr.,643410,R,91.1,FF,16.5,5.4,90.9,SIFT,20.6,12.7,87.3,FC,29.9,3.1,73.2,CUKC,68.6,7.6,79.4,SL,43.1,13.5,84.2,CH,34.0,6.4
326, Edward Cabrera,665795,R,96.0,FF,13.8,9.8,95.8,SIFT,17.2,15.5,0.0,0,0.0,0.0,83.8,CUKC,44.8,9.0,86.8,SL,33.8,4.4,92.5,CH,23.9,16.1
327, Brad Hand,543272,L,92.6,FF,17.1,10.3,92.4,SIFT,21.8,17.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.3,SL,47.9,16.4,0.0,0,0.0,0.0
328, Jaime Barría,642545,R,92.0,FF,15.8,5.8,91.7,SIFT,17.1,11.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.3,SL,32.0,4.0,85.0,CH,27.9,13.8
329, Martín Pérez,527048,L,92.7,FF,17.4,10.9,92.6,SIFT,21.8,16.4,89.8,FC,21.6,1.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.4,CH,29.6,14.2
330, Ryan Pressly,519151,R,94.5,FF,12.7,3.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.0,CUKC,56.2,14.8,89.7,SL,31.0,5.1,0.0,0,0.0,0.0
331, Justin Dunn,643290,R,92.2,FF,15.4,8.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.8,CUKC,43.3,14.8,83.4,SL,40.8,6.5,0.0,0,0.0,0.0
332, Dylan Floro,571670,R,92.4,FF,17.6,10.4,92.6,SIFT,23.2,17.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.1,SL,34.9,2.0,85.2,CH,35.7,17.0
333, J.B. Wendelken,605525,R,95.0,FF,16.0,3.2,94.4,SIFT,21.8,16.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.9,SL,38.8,6.8,85.5,CH,32.6,15.4
334, Connor Brogdon,641401,R,95.1,FF,13.9,10.8,0.0,0,0.0,0.0,88.3,FC,23.2,3.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.8,CH,32.1,17.1
335, Joel Kuhnel,669270,R,96.2,FF,17.1,7.0,96.1,SIFT,21.4,15.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.8,SL,35.4,4.4,90.2,CH,28.6,11.6
336, Yunior Marte,628708,R,97.8,FF,14.5,12.2,96.9,SIFT,21.4,17.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.0,SL,35.9,4.3,0.0,0,0.0,0.0
337, Matthew Liberatore,669461,L,93.7,FF,14.7,6.9,92.8,SIFT,18.7,13.1,0.0,0,0.0,0.0,74.3,CUKC,67.2,11.6,86.0,SL,34.9,4.0,85.9,CH,28.2,12.8
338, Wil Crowe,640444,R,95.1,FF,13.6,2.5,94.4,SIFT,17.8,12.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,87.6,SL,35.3,6.0,85.9,CH,33.0,10.2
339, Kirk McCarty,668948,L,92.5,FF,13.6,7.1,0.0,0,0.0,0.0,88.5,FC,25.8,2.9,77.1,CUKC,54.5,9.1,0.0,0,0.0,0.0,84.7,CH,25.0,12.5
340, Louis Head,545343,R,93.6,FF,15.7,5.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.5,SL,43.2,13.0,0.0,0,0.0,0.0
341, Tim Hill,657612,L,91.5,FF,28.3,17.4,89.5,SIFT,38.5,15.9,88.9,FC,29.2,8.0,0.0,0,0.0,0.0,82.4,SL,36.5,1.6,0.0,0,0.0,0.0
342, Tanner Houck,656557,R,95.2,FF,20.9,10.4,94.5,SIFT,31.6,16.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.4,SL,37.0,11.1,0.0,0,0.0,0.0
343, Kyle Nelson,669459,L,91.9,FF,17.4,3.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.3,SL,38.2,6.2,0.0,0,0.0,0.0
344, Aníbal Sánchez,434671,R,89.9,FF,17.1,3.7,89.1,SIFT,21.0,12.3,87.3,FC,23.5,0.2,75.4,CUKC,51.1,3.0,83.2,SL,34.6,5.1,79.9,CH,35.3,13.4
345, Marcus Stroman,573186,R,92.4,FF,18.8,4.2,92.0,SIFT,29.0,9.0,89.4,FC,30.9,2.6,0.0,0,0.0,0.0,84.7,SL,38.3,13.4,0.0,0,0.0,0.0
346, Chase Silseth,681217,R,95.4,FF,14.1,7.3,94.3,SIFT,20.5,14.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.7,SL,45.0,7.3,0.0,0,0.0,0.0
347, Wyatt Mills,670090,R,91.8,FF,24.9,13.9,91.3,SIFT,32.1,15.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.8,SL,35.8,7.0,0.0,0,0.0,0.0
348, Seth Martinez,661527,R,91.9,FF,19.1,10.3,90.9,SIFT,30.1,14.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.6,SL,35.7,12.7,86.5,CH,37.2,15.2
349, Jeurys Familia,544727,R,95.4,FF,16.4,10.2,95.2,SIFT,26.8,15.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.7,SL,28.1,0.6,0.0,0,0.0,0.0
350, Dany Jiménez,666204,R,93.9,FF,13.4,3.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.9,SL,41.2,2.0,0.0,0,0.0,0.0
351, Aaron Sanchez,592717,R,92.4,FF,18.2,11.2,92.1,SIFT,22.5,16.4,0.0,0,0.0,0.0,79.1,CUKC,54.6,12.8,0.0,0,0.0,0.0,87.8,CH,29.3,15.7
352, Reiver Sanmartin,665665,L,90.9,FF,21.3,13.6,90.5,SIFT,28.9,17.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.0,SL,39.0,5.8,85.2,CH,38.7,16.9
353, Paul Blackburn,621112,R,91.6,FF,16.1,5.5,91.7,SIFT,22.5,12.9,87.2,FC,30.8,6.0,78.8,CUKC,61.1,8.4,0.0,0,0.0,0.0,86.0,CH,29.5,13.3
354, Packy Naughton,676050,L,92.8,FF,17.2,7.1,92.6,SIFT,21.1,15.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,80.9,SL,42.2,3.5,84.4,CH,32.1,14.1
355, Wily Peralta,503449,R,95.4,FF,13.7,7.1,95.5,SIFT,15.7,11.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.6,SL,38.6,1.8,0.0,0,0.0,0.0
356, Brayan Bello,678394,R,97.0,FF,15.7,9.5,96.3,SIFT,25.1,17.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.0,SL,39.7,4.2,88.2,CH,30.4,16.7
357, Dauri Moreta,664294,R,95.9,FF,11.9,8.2,96.0,SIFT,12.7,11.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.7,SL,35.8,3.7,87.8,CH,21.3,12.5
358, Zach Eflin,621107,R,93.1,FF,17.6,10.4,92.7,SIFT,24.6,17.0,90.0,FC,22.2,0.8,78.3,CUKC,49.9,12.0,0.0,0,0.0,0.0,87.0,CH,27.8,13.8
359, Anthony Banda,607455,L,95.2,FF,15.0,10.9,93.0,SIFT,22.8,17.6,0.0,0,0.0,0.0,81.1,CUKC,48.8,7.0,0.0,0,0.0,0.0,86.6,CH,31.6,14.6
360, Garrett Richards,572070,R,94.4,FF,21.9,0.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.6,SL,35.9,2.3,90.0,CH,30.1,15.2
361, Evan Phillips,623465,R,96.0,FF,15.6,5.3,96.2,SIFT,21.1,15.1,93.3,FC,22.0,1.1,0.0,0,0.0,0.0,85.3,SL,36.2,15.3,0.0,0,0.0,0.0
362, Michael King,650633,R,96.4,FF,12.8,7.1,95.5,SIFT,23.4,16.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.3,CH,27.4,17.8
363, Lou Trivino,642152,R,95.6,FF,16.0,9.2,95.8,SIFT,21.0,16.4,92.3,FC,25.2,2.0,0.0,0,0.0,0.0,81.9,SL,40.2,16.8,87.4,CH,35.4,16.1
364, Michael Fulmer,605242,R,94.2,FF,15.0,4.0,94.5,SIFT,20.2,15.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,90.3,SL,26.7,4.2,86.5,CH,32.5,13.3
365, Josh Winckowski,670174,R,93.7,FF,16.2,2.8,94.0,SIFT,21.9,14.6,88.6,FC,29.4,3.9,0.0,0,0.0,0.0,84.8,SL,41.0,5.6,89.9,CH,31.5,15.6
366, Nick Sandlin,680704,R,93.6,FF,20.2,11.3,93.5,SIFT,28.8,15.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,78.9,SL,37.8,12.7,0.0,0,0.0,0.0
367, Joe Barlow,669618,R,94.6,FF,11.4,6.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,81.3,CUKC,50.2,1.8,87.3,SL,28.4,3.8,0.0,0,0.0,0.0
368, Jake Woodford,663765,R,92.4,FF,18.4,5.5,91.8,SIFT,24.3,12.6,0.0,0,0.0,0.0,75.3,CUKC,66.2,10.7,82.1,SL,43.7,12.7,0.0,0,0.0,0.0
369, Dillon Peters,596071,L,92.9,FF,15.1,4.8,92.5,SIFT,19.3,13.4,0.0,0,0.0,0.0,77.3,CUKC,56.6,11.7,84.7,SL,38.8,3.8,84.8,CH,28.1,12.6
370, Clarke Schmidt,657376,R,94.7,FF,16.6,4.9,94.9,SIFT,23.4,14.3,0.0,0,0.0,0.0,83.5,CUKC,48.8,15.0,86.4,SL,32.9,8.3,0.0,0,0.0,0.0
371, Manny Bañuelos,544365,L,93.7,FF,17.8,11.5,93.4,SIFT,23.6,16.1,0.0,0,0.0,0.0,81.7,CUKC,39.5,10.3,85.8,SL,34.0,5.2,83.1,CH,34.5,15.7
372, Javier Assad,665871,R,92.9,FF,15.2,6.9,92.3,SIFT,20.0,14.2,88.1,FC,28.2,3.6,0.0,0,0.0,0.0,81.2,SL,37.7,10.8,85.4,CH,29.6,14.2
373, Huascar Brazoban,623211,R,97.3,FF,14.2,10.3,96.7,SIFT,20.2,17.0,87.7,FC,29.0,0.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,89.0,CH,31.0,15.8
374, JT Brubaker,664141,R,92.7,FF,16.2,9.3,93.1,SIFT,21.7,16.1,0.0,0,0.0,0.0,80.0,CUKC,50.9,6.5,86.7,SL,34.3,0.9,87.2,CH,29.6,15.2
375, Aaron Civale,650644,R,90.7,FF,16.0,2.1,91.3,SIFT,21.2,12.2,86.3,FC,32.3,6.6,75.9,CUKC,65.8,11.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0
376, Adam Ottavino,493603,R,94.8,FF,16.6,8.2,94.2,SIFT,24.7,16.4,87.8,FC,29.4,3.4,0.0,0,0.0,0.0,81.0,SL,40.1,17.7,89.1,CH,33.3,16.5
377, Chase Anderson,502624,R,91.9,FF,14.7,6.8,92.5,SIFT,16.5,11.9,90.2,FC,18.0,0.9,77.8,CUKC,61.8,6.1,83.6,SL,33.2,8.1,82.9,CH,26.0,16.6
378, Tyler Gilbert,656457,L,89.5,FF,18.9,7.0,89.7,SIFT,22.0,14.1,86.2,FC,26.0,2.5,76.2,CUKC,60.3,6.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0
379, Hayden Wesneski,669713,R,93.1,FF,18.6,6.3,92.0,SIFT,25.7,16.9,88.7,FC,29.0,4.0,0.0,0,0.0,0.0,81.2,SL,40.3,18.1,87.0,CH,32.4,15.3
380, Alex Colomé,517008,R,94.5,FF,14.4,2.4,0.0,0,0.0,0.0,90.8,FC,26.5,1.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0
381, Kendall Graveman,608665,R,96.6,FF,13.9,9.0,96.5,SIFT,18.9,15.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.7,SL,32.2,5.2,90.7,CH,28.2,14.0
382, José Ureña,570632,R,96.1,FF,16.9,9.9,95.6,SIFT,22.4,14.5,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.8,SL,30.4,1.5,90.2,CH,24.7,11.7
383, Duane Underwood Jr.,621249,R,95.9,FF,14.9,7.2,95.3,SIFT,19.0,14.1,92.4,FC,25.2,0.3,82.7,CUKC,51.2,7.4,0.0,0,0.0,0.0,89.6,CH,27.8,14.8
384, Kirby Snead,669912,L,93.5,FF,18.5,14.2,93.3,SIFT,25.3,18.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.0,SL,41.2,9.2,87.6,CH,35.9,18.6
385, Tommy Nance,667297,R,93.8,FF,15.4,9.1,94.2,SIFT,23.7,15.9,0.0,0,0.0,0.0,85.3,CUKC,49.4,11.5,86.9,SL,39.3,2.7,0.0,0,0.0,0.0
386, Anthony Bass,542914,R,95.0,FF,13.5,6.4,95.4,SIFT,16.2,13.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,86.6,SL,38.0,4.7,0.0,0,0.0,0.0
387, Scott Effross,664123,R,90.8,FF,29.6,17.3,90.3,SIFT,37.1,18.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.8,SL,40.3,12.5,83.0,CH,48.6,14.3
388, Albert Abreu,656061,R,97.6,FF,12.9,10.6,98.5,SIFT,15.1,14.7,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.6,SL,29.3,2.5,88.0,CH,26.6,16.6
389, Jason Foley,671345,R,96.1,FF,16.7,13.0,96.3,SIFT,23.8,17.2,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.5,SL,35.9,6.6,89.5,CH,31.7,14.8
390, Wade Miley,489119,L,89.1,FF,16.7,3.3,0.0,0,0.0,0.0,85.1,FC,29.7,2.9,0.0,0,0.0,0.0,78.7,SL,40.0,11.1,81.4,CH,34.6,16.1
391, Brett Martin,656685,L,93.5,FF,17.2,5.4,93.5,SIFT,18.8,14.4,0.0,0,0.0,0.0,82.8,CUKC,47.9,1.9,86.8,SL,33.2,2.6,0.0,0,0.0,0.0
392, Dallas Keuchel,572971,L,87.9,FF,21.6,3.5,87.2,SIFT,30.1,15.4,85.2,FC,30.0,1.3,0.0,0,0.0,0.0,77.0,SL,45.3,9.8,79.2,CH,38.7,14.3
393, Yohan Ramirez,670990,R,93.8,FF,19.0,9.2,95.7,SIFT,24.4,17.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,82.7,SL,34.9,15.3,0.0,0,0.0,0.0
394, Humberto Castellanos,528748,R,89.4,FF,22.6,6.5,90.4,SIFT,31.3,16.1,0.0,0,0.0,0.0,76.5,CUKC,54.0,11.7,86.2,SL,29.2,1.6,84.0,CH,35.8,15.2
395, Brusdar Graterol,660813,R,99.4,FF,14.4,8.3,99.7,SIFT,19.8,16.5,95.6,FC,22.3,0.2,0.0,0,0.0,0.0,90.6,SL,32.1,5.4,0.0,0,0.0,0.0
396, Daulton Jefferies,641726,R,92.4,FF,17.2,10.8,92.5,SIFT,19.6,16.6,89.6,FC,23.4,2.8,80.2,CUKC,44.7,5.1,0.0,0,0.0,0.0,86.1,CH,33.1,15.0
397, Dennis Santana,642701,R,97.7,FF,13.9,12.8,96.7,SIFT,20.5,17.6,0.0,0,0.0,0.0,0.0,0,0.0,0.0,85.8,SL,39.4,1.7,89.9,CH,25.7,17.2
398, Jared Koenig,657649,L,89.4,FF,21.1,4.2,89.2,SIFT,23.2,11.9,82.9,FC,35.5,4.2,77.6,CUKC,54.0,10.0,0.0,0,0.0,0.0,82.8,CH,32.6,13.2
399, Ryan Thompson,657044,R,91.6,FF,26.8,13.5,90.0,SIFT,41.7,15.8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.5,SL,34.4,13.7,0.0,0,0.0,0.0
400, Daniel Castano,641447,L,92.0,FF,19.5,5.3,89.4,SIFT,27.3,10.7,86.5,FC,30.0,0.4,0.0,0,0.0,0.0,81.2,SL,42.0,7.4,84.0,CH,29.8,12.6
401, Jhoulys Chacín,468504,R,92.6,FF,18.4,3.1,92.9,SIFT,22.1,11.6,0.0,0,0.0,0.0,79.8,CUKC,43.9,14.7,87.0,SL,31.2,4.1,0.0,0,0.0,0.0
402, Víctor Arano,644364,R,94.5,FF,14.8,8.5,93.9,SIFT,21.3,16.9,0.0,0,0.0,0.0,0.0,0,0.0,0.0,84.8,SL,36.6,0.8,0.0,0,0.0,0.0
403, Ralph Garza Jr.,621248,R,91.2,FF,16.1,7.7,87.8,SIFT,36.5,16.2,89.4,FC,19.3,1.1,0.0,0,0.0,0.0,77.5,SL,37.5,13.8,83.1,CH,33.4,16.4
404, Matt Wisler,605538,R,89.7,FF,17.1,10.1,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,79.8,SL,43.7,8.1,0.0,0,0.0,0.0
405, Joely Rodríguez,570257,L,92.8,FF,20.2,12.0,92.7,SIFT,25.7,17.4,0.0,0,0.0,0.0,0.0,0,0.0,0.0,83.9,SL,40.0,5.2,87.8,CH,35.1,11.3
406, Tyler Danish,641501,R,91.2,FF,24.9,13.2,90.9,SIFT,34.7,17.7,0.0,0,0.0,0.0,80.9,CUKC,37.6,11.4,0.0,0,0.0,0.0,84.4,CH,39.5,14.6
407, Diego Castillo,650895,R,95.7,FF,18.9,11.9,95.1,SIFT,25.4,17.3,0.0,0,0.0,0.0,0.0,0,0.0,0.0,88.4,SL,28.8,0.2,0.0,0,0.0,0.0
408, Richard Bleier,542947,L,90.7,FF,21.2,7.1,89.8,SIFT,30.6,15.5,87.3,FC,29.6,0.9,0.0,0,0.0,0.0,77.7,SL,48.3,8.8,82.9,CH,35.1,15.9
